crop_name,country_code,adm_id,season_name,planting_year,planting_date,harvest_year,harvest_date,yield,production,planted_area,harvest_area
winter_wheat,CN,CN011,,,,2022,,5.293,93300.0,17630.0,
winter_wheat,CN,CN012,,,,2022,,6.244,593900.0,95110.0,
winter_wheat,CN,CN013,,,,2022,,6.578,14599000.0,2219330.0,
winter_wheat,CN,CN014,,,,2022,,4.582,2451100.0,534880.0,
winter_wheat,CN,CN031,,,,2022,,6.976,107100.0,15360.0,
winter_wheat,CN,CN032,,,,2022,,5.745,13657400.0,2377270.0,
winter_wheat,CN,CN033,,,,2022,,4.23,552600.0,130640.0,
winter_wheat,CN,CN034,,,,2022,,6.044,17222700.0,2849370.0,
winter_wheat,CN,CN035,,,,2022,,2.58,200.0,60.0,
winter_wheat,CN,CN036,,,,2022,,2.583,31000.0,12000.0,
winter_wheat,CN,CN037,,,,2022,,6.597,26411900.0,4003550.0,
winter_wheat,CN,CN041,,,,2022,,6.71,38127100.0,5682450.0,
winter_wheat,CN,CN042,,,,2022,,3.933,4055700.0,1031260.0,
winter_wheat,CN,CN043,,,,2022,,3.391,75900.0,22380.0,
winter_wheat,CN,CN044,,,,2022,,3.523,1500.0,420.0,
winter_wheat,CN,CN045,,,,2022,,1.779,7900.0,4440.0,
winter_wheat,CN,CN050,,,,2022,,3.33,62800.0,18850.0,
winter_wheat,CN,CN051,,,,2022,,4.26,2475900.0,581200.0,
winter_wheat,CN,CN052,,,,2022,,2.526,288600.0,114250.0,
winter_wheat,CN,CN053,,,,2022,,2.231,595100.0,266760.0,
winter_wheat,CN,CN054,,,,2022,,5.889,123000.0,20890.0,
winter_wheat,CN,CN061,,,,2022,,4.486,4297800.0,958010.0,
winter_wheat,CN,CN062,,,,2022,,3.499,1834300.0,524200.0,
winter_wheat,CN,CN064,,,,2022,,1.678,50900.0,30330.0,
winter_wheat,CN,CN065,,,,2022,,5.678,4716400.0,830690.0,
winter_wheat,CN,CN011,,,,2021,,5.246,68200.0,13000.0,
winter_wheat,CN,CN012,,,,2021,,6.162,629800.0,102210.0,
winter_wheat,CN,CN013,,,,2021,,6.548,14621900.0,2233000.0,
winter_wheat,CN,CN014,,,,2021,,4.533,2432600.0,536650.0,
winter_wheat,CN,CN031,,,,2021,,6.741,73500.0,10910.0,
winter_wheat,CN,CN032,,,,2021,,5.692,13422200.0,2357870.0,
winter_wheat,CN,CN033,,,,2021,,4.21,483400.0,114810.0,
winter_wheat,CN,CN034,,,,2021,,5.972,16997300.0,2846000.0,
winter_wheat,CN,CN035,,,,2021,,2.606,200.0,70.0,
winter_wheat,CN,CN036,,,,2021,,2.375,32300.0,13600.0,
winter_wheat,CN,CN037,,,,2021,,6.602,26366600.0,3994030.0,
winter_wheat,CN,CN041,,,,2021,,6.683,38028100.0,5690690.0,
winter_wheat,CN,CN042,,,,2021,,3.796,3993400.0,1052060.0,
winter_wheat,CN,CN043,,,,2021,,3.33,77800.0,23360.0,
winter_wheat,CN,CN044,,,,2021,,3.667,900.0,250.0,
winter_wheat,CN,CN045,,,,2021,,1.652,6300.0,3810.0,
winter_wheat,CN,CN050,,,,2021,,3.291,61500.0,18680.0,
winter_wheat,CN,CN051,,,,2021,,4.23,2432000.0,575000.0,
winter_wheat,CN,CN052,,,,2021,,2.458,332500.0,135300.0,
winter_wheat,CN,CN053,,,,2021,,2.127,619200.0,291130.0,
winter_wheat,CN,CN054,,,,2021,,6.213,130400.0,20980.0,
winter_wheat,CN,CN061,,,,2021,,4.446,4246000.0,955070.0,
winter_wheat,CN,CN062,,,,2021,,3.447,1812400.0,525840.0,
winter_wheat,CN,CN064,,,,2021,,1.911,73900.0,38670.0,
winter_wheat,CN,CN065,,,,2021,,5.634,4821000.0,855720.0,
winter_wheat,CN,CN011,,,,2020,,5.527,45300.0,8200.0,
winter_wheat,CN,CN012,,,,2020,,6.172,549100.0,88960.0,
winter_wheat,CN,CN013,,,,2020,,6.501,14325800.0,2203480.0,
winter_wheat,CN,CN014,,,,2020,,4.413,2363400.0,535600.0,
winter_wheat,CN,CN031,,,,2020,,7.003,52600.0,7510.0,
winter_wheat,CN,CN032,,,,2020,,5.703,13338700.0,2338890.0,
winter_wheat,CN,CN033,,,,2020,,4.37,407900.0,93360.0,
winter_wheat,CN,CN034,,,,2020,,5.917,16717300.0,2825200.0,
winter_wheat,CN,CN035,,,,2020,,2.649,200.0,80.0,
winter_wheat,CN,CN036,,,,2020,,2.292,33000.0,14400.0,
winter_wheat,CN,CN037,,,,2020,,6.529,25688500.0,3934430.0,
winter_wheat,CN,CN041,,,,2020,,6.615,37531300.0,5673670.0,
winter_wheat,CN,CN042,,,,2020,,3.885,4006600.0,1031380.0,
winter_wheat,CN,CN043,,,,2020,,3.342,77700.0,23250.0,
winter_wheat,CN,CN044,,,,2020,,3.684,1400.0,380.0,
winter_wheat,CN,CN045,,,,2020,,1.618,6300.0,3860.0,
winter_wheat,CN,CN050,,,,2020,,3.287,60900.0,18520.0,
winter_wheat,CN,CN051,,,,2020,,4.155,2443000.0,588000.0,
winter_wheat,CN,CN052,,,,2020,,2.417,333700.0,138050.0,
winter_wheat,CN,CN053,,,,2020,,2.178,697000.0,320000.0,
winter_wheat,CN,CN054,,,,2020,,5.908,122500.0,20740.0,
winter_wheat,CN,CN061,,,,2020,,4.286,4132500.0,964190.0,
winter_wheat,CN,CN062,,,,2020,,3.294,1717800.0,521450.0,
winter_wheat,CN,CN064,,,,2020,,2.217,117400.0,52950.0,
winter_wheat,CN,CN065,,,,2020,,5.47,4106200.0,750670.0,
winter_wheat,CN,CN011,,,,2019,,5.494,43900.0,8000.0,
winter_wheat,CN,CN012,,,,2019,,6.133,515700.0,84090.0,
winter_wheat,CN,CN013,,,,2019,,6.306,14548400.0,2307070.0,
winter_wheat,CN,CN014,,,,2019,,4.137,2262100.0,546800.0,
winter_wheat,CN,CN031,,,,2019,,5.801,58000.0,9990.0,
winter_wheat,CN,CN032,,,,2019,,5.614,13175100.0,2346930.0,
winter_wheat,CN,CN033,,,,2019,,3.917,323800.0,82660.0,
winter_wheat,CN,CN034,,,,2019,,5.843,16568900.0,2835600.0,
winter_wheat,CN,CN035,,,,2019,,2.662,300.0,110.0,
winter_wheat,CN,CN036,,,,2019,,2.111,30400.0,14400.0,
winter_wheat,CN,CN037,,,,2019,,6.38,25529200.0,4001750.0,
winter_wheat,CN,CN041,,,,2019,,6.557,37417700.0,5706650.0,
winter_wheat,CN,CN042,,,,2019,,3.839,3906800.0,1017740.0,
winter_wheat,CN,CN043,,,,2019,,3.371,75400.0,22370.0,
winter_wheat,CN,CN044,,,,2019,,3.571,1500.0,420.0,
winter_wheat,CN,CN045,,,,2019,,1.584,4800.0,3030.0,
winter_wheat,CN,CN050,,,,2019,,3.288,69100.0,21030.0,
winter_wheat,CN,CN051,,,,2019,,4.05,2438100.0,602000.0,
winter_wheat,CN,CN052,,,,2019,,2.403,329800.0,137220.0,
winter_wheat,CN,CN053,,,,2019,,2.186,719000.0,328900.0,
winter_wheat,CN,CN054,,,,2019,,5.949,128800.0,21650.0,
winter_wheat,CN,CN061,,,,2019,,3.955,3820400.0,965930.0,
winter_wheat,CN,CN062,,,,2019,,3.28,1744400.0,531750.0,
winter_wheat,CN,CN064,,,,2019,,2.173,116100.0,53420.0,
winter_wheat,CN,CN065,,,,2019,,5.386,3903900.0,724760.0,
winter_wheat,CN,CN011,,,,2018,,5.371,52300.0,9750.0,
winter_wheat,CN,CN012,,,,2018,,5.19,498500.0,96040.0,
winter_wheat,CN,CN013,,,,2018,,6.159,14460900.0,2347930.0,
winter_wheat,CN,CN014,,,,2018,,4.08,2285900.0,560270.0,
winter_wheat,CN,CN031,,,,2018,,6.082,129800.0,21340.0,
winter_wheat,CN,CN032,,,,2018,,5.362,12891200.0,2403960.0,
winter_wheat,CN,CN033,,,,2018,,4.193,357900.0,85360.0,
winter_wheat,CN,CN034,,,,2018,,5.589,16074500.0,2875860.0,
winter_wheat,CN,CN035,,,,2018,,2.808,500.0,190.0,
winter_wheat,CN,CN036,,,,2018,,2.168,31700.0,14620.0,
winter_wheat,CN,CN037,,,,2018,,6.09,24716800.0,4058590.0,
winter_wheat,CN,CN041,,,,2018,,6.277,36028500.0,5739850.0,
winter_wheat,CN,CN042,,,,2018,,3.714,4103700.0,1104960.0,
winter_wheat,CN,CN043,,,,2018,,3.43,80100.0,23350.0,
winter_wheat,CN,CN044,,,,2018,,3.571,1500.0,420.0,
winter_wheat,CN,CN045,,,,2018,,1.667,5000.0,3000.0,
winter_wheat,CN,CN050,,,,2018,,3.289,81500.0,24790.0,
winter_wheat,CN,CN051,,,,2018,,3.915,2447000.0,625000.0,
winter_wheat,CN,CN052,,,,2018,,2.343,331800.0,141620.0,
winter_wheat,CN,CN053,,,,2018,,2.19,742800.0,339200.0,
winter_wheat,CN,CN054,,,,2018,,6.164,143900.0,23350.0,
winter_wheat,CN,CN061,,,,2018,,4.149,4013400.0,967310.0,
winter_wheat,CN,CN062,,,,2018,,3.106,1719700.0,553730.0,
winter_wheat,CN,CN064,,,,2018,,1.989,124200.0,62430.0,
winter_wheat,CN,CN065,,,,2018,,5.601,3682000.0,657400.0,
winter_wheat,CN,CN011,,,,2017,,5.504,61600.0,11200.0,
winter_wheat,CN,CN012,,,,2017,,5.812,556400.0,95730.0,
winter_wheat,CN,CN013,,,,2017,,6.342,14993800.0,2364090.0,
winter_wheat,CN,CN014,,,,2017,,4.146,2324000.0,560530.0,
winter_wheat,CN,CN031,,,,2017,,4.846,101800.0,21010.0,
winter_wheat,CN,CN032,,,,2017,,5.369,12954700.0,2412750.0,
winter_wheat,CN,CN033,,,,2017,,4.043,419200.0,103670.0,
winter_wheat,CN,CN034,,,,2017,,5.826,16444700.0,2822790.0,
winter_wheat,CN,CN035,,,,2017,,2.845,600.0,200.0,
winter_wheat,CN,CN036,,,,2017,,2.137,31000.0,14510.0,
winter_wheat,CN,CN037,,,,2017,,6.11,24951100.0,4083870.0,
winter_wheat,CN,CN041,,,,2017,,6.484,37052100.0,5714640.0,
winter_wheat,CN,CN042,,,,2017,,3.702,4269000.0,1153220.0,
winter_wheat,CN,CN043,,,,2017,,3.391,96100.0,28340.0,
winter_wheat,CN,CN044,,,,2017,,3.192,1500.0,460.0,
winter_wheat,CN,CN045,,,,2017,,1.655,5100.0,3080.0,
winter_wheat,CN,CN050,,,,2017,,3.246,97800.0,30130.0,
winter_wheat,CN,CN051,,,,2017,,3.876,2488000.0,641890.0,
winter_wheat,CN,CN052,,,,2017,,2.641,412000.0,155970.0,
winter_wheat,CN,CN053,,,,2017,,2.144,736800.0,343680.0,
winter_wheat,CN,CN054,,,,2017,,6.051,155800.0,25760.0,
winter_wheat,CN,CN061,,,,2017,,4.22,4064100.0,963150.0,
winter_wheat,CN,CN062,,,,2017,,3.062,1742800.0,569090.0,
winter_wheat,CN,CN064,,,,2017,,1.622,92800.0,57200.0,
winter_wheat,CN,CN065,,,,2017,,5.409,3888100.0,718830.0,
winter_wheat,CN,CN011,,,,2016,,5.377,85400.0,15880.0,
winter_wheat,CN,CN012,,,,2016,,5.562,531500.0,95560.0,
winter_wheat,CN,CN013,,,,2016,,6.199,14753300.0,2380040.0,
winter_wheat,CN,CN014,,,,2016,,4.063,2291500.0,564000.0,
winter_wheat,CN,CN031,,,,2016,,3.71,132200.0,35640.0,
winter_wheat,CN,CN032,,,,2016,,5.112,12458100.0,2436810.0,
winter_wheat,CN,CN033,,,,2016,,3.315,282800.0,85320.0,
winter_wheat,CN,CN034,,,,2016,,5.664,16355000.0,2887590.0,
winter_wheat,CN,CN035,,,,2016,,2.827,600.0,210.0,
winter_wheat,CN,CN036,,,,2016,,2.114,30400.0,14390.0,
winter_wheat,CN,CN037,,,,2016,,6.121,24901100.0,4068000.0,
winter_wheat,CN,CN041,,,,2016,,6.343,36186200.0,5704910.0,
winter_wheat,CN,CN042,,,,2016,,3.864,4407400.0,1140670.0,
winter_wheat,CN,CN043,,,,2016,,3.072,70000.0,22790.0,
winter_wheat,CN,CN044,,,,2016,,3.297,3000.0,900.0,
winter_wheat,CN,CN045,,,,2016,,1.641,5300.0,3200.0,
winter_wheat,CN,CN050,,,,2016,,3.283,112800.0,34340.0,
winter_wheat,CN,CN051,,,,2016,,3.815,2566900.0,672800.0,
winter_wheat,CN,CN052,,,,2016,,2.472,418200.0,169190.0,
winter_wheat,CN,CN053,,,,2016,,2.078,715200.0,344240.0,
winter_wheat,CN,CN054,,,,2016,,6.62,212800.0,32150.0,
winter_wheat,CN,CN061,,,,2016,,4.111,4031800.0,980780.0,
winter_wheat,CN,CN062,,,,2016,,3.033,1732700.0,571210.0,
winter_wheat,CN,CN064,,,,2016,,1.925,106000.0,55070.0,
winter_wheat,CN,CN065,,,,2016,,5.532,4218500.0,762580.0,
winter_wheat,CN,CN011,,,,2015,,5.357,110900.0,20700.0,
winter_wheat,CN,CN012,,,,2015,,5.55,524900.0,94570.0,
winter_wheat,CN,CN013,,,,2015,,6.199,14777000.0,2383680.0,
winter_wheat,CN,CN014,,,,2015,,4.02,2313900.0,575600.0,
winter_wheat,CN,CN031,,,,2015,,4.381,207100.0,47270.0,
winter_wheat,CN,CN032,,,,2015,,5.181,12489600.0,2410660.0,
winter_wheat,CN,CN033,,,,2015,,3.909,386800.0,98960.0,
winter_wheat,CN,CN034,,,,2015,,5.812,16610500.0,2857970.0,
winter_wheat,CN,CN035,,,,2015,,2.919,800.0,280.0,
winter_wheat,CN,CN036,,,,2015,,1.995,25700.0,12860.0,
winter_wheat,CN,CN037,,,,2015,,5.928,23916900.0,4034780.0,
winter_wheat,CN,CN041,,,,2015,,6.272,35269000.0,5623140.0,
winter_wheat,CN,CN042,,,,2015,,3.85,4319900.0,1122150.0,
winter_wheat,CN,CN043,,,,2015,,3.183,108400.0,34050.0,
winter_wheat,CN,CN044,,,,2015,,3.309,3000.0,900.0,
winter_wheat,CN,CN045,,,,2015,,1.653,4500.0,2730.0,
winter_wheat,CN,CN050,,,,2015,,3.222,132500.0,41110.0,
winter_wheat,CN,CN051,,,,2015,,3.83,2815800.0,735210.0,
winter_wheat,CN,CN052,,,,2015,,3.625,653900.0,180400.0,
winter_wheat,CN,CN053,,,,2015,,2.094,746700.0,356620.0,
