crop_name,adm_id,date,fpar
wheat,CN061,20010101,19.853
wheat,CN031,20010101,20.492
wheat,CN050,20010101,14.291
wheat,CN033,20010101,19.934
wheat,CN036,20010101,17.02
wheat,CN053,20010101,38.926
wheat,CN037,20010101,15.265
wheat,CN021,20010101,5.777
wheat,CN054,20010101,9.378
wheat,CN062,20010101,9.836
wheat,CN063,20010101,8.756
wheat,CN011,20010101,10.007
wheat,CN015,20010101,7.091
wheat,CN042,20010101,19.265
wheat,CN034,20010101,24.57
wheat,CN052,20010101,30.025
wheat,CN064,20010101,8.966
wheat,CN032,20010101,24.773
wheat,CN065,20010101,4.75
wheat,CN014,20010101,11.992
wheat,CN043,20010101,17.507
wheat,CN051,20010101,29.003
wheat,CN045,20010101,35.886
wheat,CN022,20010101,3.109
wheat,CN071,20010101,36.336
wheat,CN013,20010101,10.758
wheat,CN012,20010101,11.398
wheat,CN044,20010101,42.487
wheat,CN035,20010101,43.546
wheat,CN023,20010101,4.058
wheat,CN041,20010101,17.68
wheat,CN046,20010101,42.089
wheat,CN061,20010111,20.091
wheat,CN031,20010111,21.709
wheat,CN050,20010111,14.827
wheat,CN033,20010111,20.706
wheat,CN036,20010111,17.137
wheat,CN053,20010111,39.791
wheat,CN037,20010111,14.791
wheat,CN021,20010111,5.842
wheat,CN054,20010111,9.422
wheat,CN062,20010111,9.461
wheat,CN063,20010111,8.791
wheat,CN011,20010111,8.761
wheat,CN015,20010111,6.735
wheat,CN042,20010111,20.582
wheat,CN034,20010111,25.8
wheat,CN052,20010111,29.435
wheat,CN064,20010111,8.922
wheat,CN032,20010111,25.432
wheat,CN065,20010111,4.573
wheat,CN014,20010111,11.488
wheat,CN043,20010111,17.92
wheat,CN051,20010111,30.54
wheat,CN045,20010111,34.06
wheat,CN022,20010111,3.029
wheat,CN071,20010111,35.598
wheat,CN013,20010111,10.106
wheat,CN012,20010111,10.165
wheat,CN044,20010111,41.025
wheat,CN035,20010111,42.454
wheat,CN023,20010111,3.499
wheat,CN041,20010111,18.14
wheat,CN046,20010111,41.99
wheat,CN061,20010121,20.748
wheat,CN031,20010121,23.19
wheat,CN050,20010121,15.798
wheat,CN033,20010121,21.411
wheat,CN036,20010121,17.128
wheat,CN053,20010121,40.48
wheat,CN037,20010121,14.716
wheat,CN021,20010121,6.337
wheat,CN054,20010121,9.514
wheat,CN062,20010121,9.203
wheat,CN063,20010121,8.839
wheat,CN011,20010121,7.983
wheat,CN015,20010121,6.631
wheat,CN042,20010121,22.067
wheat,CN034,20010121,26.933
wheat,CN052,20010121,28.987
wheat,CN064,20010121,8.896
wheat,CN032,20010121,26.155
wheat,CN065,20010121,4.5
wheat,CN014,20010121,11.384
wheat,CN043,20010121,18.003
wheat,CN051,20010121,32.379
wheat,CN045,20010121,32.488
wheat,CN022,20010121,3.432
wheat,CN071,20010121,35.285
wheat,CN013,20010121,9.86
wheat,CN012,20010121,9.156
wheat,CN044,20010121,39.63
wheat,CN035,20010121,41.484
wheat,CN023,20010121,3.335
wheat,CN041,20010121,18.863
wheat,CN046,20010121,42.33
wheat,CN061,20010201,22.558
wheat,CN031,20010201,25.943
wheat,CN050,20010201,18.058
wheat,CN033,20010201,23.008
wheat,CN036,20010201,17.497
wheat,CN053,20010201,41.22
wheat,CN037,20010201,15.67
wheat,CN021,20010201,7.108
wheat,CN054,20010201,9.578
wheat,CN062,20010201,9.021
wheat,CN063,20010201,9.0
wheat,CN011,20010201,7.848
wheat,CN015,20010201,7.047
wheat,CN042,20010201,24.91
wheat,CN034,20010201,29.009
wheat,CN052,20010201,29.531
wheat,CN064,20010201,8.859
wheat,CN032,20010201,27.386
wheat,CN065,20010201,4.628
wheat,CN014,20010201,12.221
wheat,CN043,20010201,18.523
wheat,CN051,20010201,35.169
wheat,CN045,20010201,31.458
wheat,CN022,20010201,4.433
wheat,CN071,20010201,35.451
wheat,CN013,20010201,10.922
wheat,CN012,20010201,8.791
wheat,CN044,20010201,38.482
wheat,CN035,20010201,40.947
wheat,CN023,20010201,3.653
wheat,CN041,20010201,21.584
wheat,CN046,20010201,43.94
wheat,CN061,20010211,24.835
wheat,CN031,20010211,28.673
wheat,CN050,20010211,19.599
wheat,CN033,20010211,24.528
wheat,CN036,20010211,17.693
wheat,CN053,20010211,41.927
wheat,CN037,20010211,17.488
wheat,CN021,20010211,8.102
wheat,CN054,20010211,9.1
wheat,CN062,20010211,8.805
wheat,CN063,20010211,9.058
wheat,CN011,20010211,8.296
wheat,CN015,20010211,7.549
wheat,CN042,20010211,27.551
wheat,CN034,20010211,31.256
wheat,CN052,20010211,30.103
wheat,CN064,20010211,8.407
wheat,CN032,20010211,29.094
wheat,CN065,20010211,4.923
wheat,CN014,20010211,13.533
wheat,CN043,20010211,18.911
wheat,CN051,20010211,37.189
wheat,CN045,20010211,30.659
wheat,CN022,20010211,5.854
wheat,CN071,20010211,36.215
wheat,CN013,20010211,12.808
wheat,CN012,20010211,9.069
wheat,CN044,20010211,37.267
wheat,CN035,20010211,40.427
wheat,CN023,20010211,3.991
wheat,CN041,20010211,24.79
wheat,CN046,20010211,46.085
wheat,CN061,20010221,28.166
wheat,CN031,20010221,32.632
wheat,CN050,20010221,21.643
wheat,CN033,20010221,26.66
wheat,CN036,20010221,18.077
wheat,CN053,20010221,42.469
wheat,CN037,20010221,20.487
wheat,CN021,20010221,9.21
wheat,CN054,20010221,8.999
wheat,CN062,20010221,8.628
wheat,CN063,20010221,8.913
wheat,CN011,20010221,9.311
wheat,CN015,20010221,8.169
wheat,CN042,20010221,30.734
wheat,CN034,20010221,34.368
wheat,CN052,20010221,31.397
wheat,CN064,20010221,8.032
wheat,CN032,20010221,31.705
wheat,CN065,20010221,5.404
wheat,CN014,20010221,15.642
wheat,CN043,20010221,19.471
wheat,CN051,20010221,38.76
wheat,CN045,20010221,30.249
wheat,CN022,20010221,7.681
wheat,CN071,20010221,37.255
wheat,CN013,20010221,15.788
wheat,CN012,20010221,10.083
wheat,CN044,20010221,36.18
wheat,CN035,20010221,40.277
wheat,CN023,20010221,4.67
wheat,CN041,20010221,29.359
wheat,CN046,20010221,48.425
wheat,CN061,20010301,31.309
wheat,CN031,20010301,36.211
wheat,CN050,20010301,22.993
wheat,CN033,20010301,28.455
wheat,CN036,20010301,18.366
wheat,CN053,20010301,42.772
wheat,CN037,20010301,23.74
wheat,CN021,20010301,10.076
wheat,CN054,20010301,8.659
wheat,CN062,20010301,8.663
wheat,CN063,20010301,8.903
wheat,CN011,20010301,10.544
wheat,CN015,20010301,8.585
wheat,CN042,20010301,33.413
wheat,CN034,20010301,37.444
wheat,CN052,20010301,32.616
wheat,CN064,20010301,7.775
wheat,CN032,20010301,34.227
wheat,CN065,20010301,5.962
wheat,CN014,20010301,17.673
wheat,CN043,20010301,19.967
wheat,CN051,20010301,39.537
wheat,CN045,20010301,30.099
wheat,CN022,20010301,8.837
wheat,CN071,20010301,38.053
wheat,CN013,20010301,18.962
wheat,CN012,20010301,11.341
wheat,CN044,20010301,35.657
wheat,CN035,20010301,40.28
wheat,CN023,20010301,5.061
wheat,CN041,20010301,33.904
wheat,CN046,20010301,50.402
wheat,CN061,20010311,35.674
wheat,CN031,20010311,40.944
wheat,CN050,20010311,24.751
wheat,CN033,20010311,30.612
wheat,CN036,20010311,18.656
wheat,CN053,20010311,42.611
wheat,CN037,20010311,28.861
wheat,CN021,20010311,11.155
wheat,CN054,20010311,8.417
wheat,CN062,20010311,8.962
wheat,CN063,20010311,8.708
wheat,CN011,20010311,13.096
wheat,CN015,20010311,9.278
wheat,CN042,20010311,36.689
wheat,CN034,20010311,41.636
wheat,CN052,20010311,34.336
wheat,CN064,20010311,7.713
wheat,CN032,20010311,37.927
wheat,CN065,20010311,7.104
wheat,CN014,20010311,20.698
wheat,CN043,20010311,20.652
wheat,CN051,20010311,40.095
wheat,CN045,20010311,30.366
wheat,CN022,20010311,10.211
