crop_name,adm_id,date,ndvi
maize,CN061,20010101,0.156
maize,CN031,20010101,0.322
maize,CN050,20010101,0.372
maize,CN033,20010101,0.396
maize,CN036,20010101,0.475
maize,CN053,20010101,0.474
maize,CN037,20010101,0.212
maize,CN021,20010101,0.185
maize,CN054,20010101,0.332
maize,CN062,20010101,0.12
maize,CN081,20010101,0.563
maize,CN063,20010101,0.111
maize,CN011,20010101,0.185
maize,CN015,20010101,0.131
maize,CN042,20010101,0.295
maize,CN034,20010101,0.324
maize,CN052,20010101,0.38
maize,CN064,20010101,0.096
maize,CN032,20010101,0.321
maize,CN065,20010101,0.11
maize,CN014,20010101,0.144
maize,CN043,20010101,0.547
maize,CN051,20010101,0.411
maize,CN045,20010101,0.478
maize,CN022,20010101,0.374
maize,CN071,20010101,0.454
maize,CN013,20010101,0.165
maize,CN012,20010101,0.169
maize,CN044,20010101,0.51
maize,CN035,20010101,0.577
maize,CN041,20010101,0.258
maize,CN046,20010101,0.54
maize,CN061,20010109,0.221
maize,CN031,20010109,0.342
maize,CN050,20010109,0.418
maize,CN033,20010109,0.387
maize,CN036,20010109,0.437
maize,CN053,20010109,0.459
maize,CN037,20010109,0.354
maize,CN021,20010109,0.206
maize,CN054,20010109,0.321
maize,CN062,20010109,0.126
maize,CN063,20010109,0.117
maize,CN011,20010109,0.229
maize,CN015,20010109,0.121
maize,CN042,20010109,0.356
maize,CN034,20010109,0.335
maize,CN052,20010109,0.303
maize,CN064,20010109,0.097
maize,CN032,20010109,0.368
maize,CN065,20010109,0.11
maize,CN014,20010109,0.16
maize,CN043,20010109,0.399
maize,CN051,20010109,0.374
maize,CN045,20010109,0.431
maize,CN022,20010109,0.43
maize,CN071,20010109,0.479
maize,CN013,20010109,0.163
maize,CN044,20010109,0.533
maize,CN035,20010109,0.55
maize,CN023,20010109,0.615
maize,CN041,20010109,0.277
maize,CN046,20010109,0.52
maize,CN061,20010117,0.165
maize,CN031,20010117,0.288
maize,CN050,20010117,0.365
maize,CN033,20010117,0.507
maize,CN036,20010117,0.425
maize,CN053,20010117,0.455
maize,CN037,20010117,0.252
maize,CN021,20010117,0.18
maize,CN054,20010117,0.318
maize,CN062,20010117,0.123
maize,CN081,20010117,0.53
maize,CN063,20010117,0.113
maize,CN011,20010117,0.232
maize,CN015,20010117,0.135
maize,CN042,20010117,0.33
maize,CN034,20010117,0.413
maize,CN052,20010117,0.363
maize,CN064,20010117,0.1
maize,CN032,20010117,0.366
maize,CN065,20010117,0.107
maize,CN014,20010117,0.171
maize,CN043,20010117,0.454
maize,CN051,20010117,0.398
maize,CN045,20010117,0.465
