crop_name,country_code,adm_id,season_name,planting_year,planting_date,harvest_year,harvest_date,yield,production,planted_area,harvest_area
maize,CN,CN011,,,,2022,,6.557,335400.0,51150.0,
maize,CN,CN012,,,,2022,,6.613,1238200.0,187240.0,
maize,CN,CN013,,,,2022,,6.061,20947000.0,3455870.0,
maize,CN,CN014,,,,2022,,5.629,10210700.0,1813880.0,
maize,CN,CN015,,,,2022,,7.387,30983600.0,4194580.0,
maize,CN,CN021,,,,2022,,7.104,19591600.0,2757990.0,
maize,CN,CN022,,,,2022,,7.289,32578600.0,4469400.0,
maize,CN,CN023,,,,2022,,6.764,40384200.0,5970180.0,
maize,CN,CN031,,,,2022,,6.344,6100.0,960.0,
maize,CN,CN032,,,,2022,,5.976,2958400.0,495040.0,
maize,CN,CN033,,,,2022,,4.351,241100.0,55400.0,
maize,CN,CN034,,,,2022,,5.398,6633900.0,1228940.0,
maize,CN,CN035,,,,2022,,4.505,156500.0,34730.0,
maize,CN,CN036,,,,2022,,3.975,221000.0,55600.0,
maize,CN,CN037,,,,2022,,6.779,26304400.0,3880260.0,
maize,CN,CN041,,,,2022,,5.898,22750500.0,3857520.0,
maize,CN,CN042,,,,2022,,4.026,3123200.0,775820.0,
maize,CN,CN043,,,,2022,,5.734,2256900.0,393580.0,
maize,CN,CN044,,,,2022,,4.807,634100.0,131910.0,
maize,CN,CN045,,,,2022,,4.55,2804000.0,616330.0,
maize,CN,CN050,,,,2022,,5.725,2563700.0,447780.0,
maize,CN,CN051,,,,2022,,5.64,10462200.0,1855000.0,
maize,CN,CN052,,,,2022,,4.818,2997900.0,622200.0,
maize,CN,CN053,,,,2022,,5.352,10261700.0,1917510.0,
maize,CN,CN054,,,,2022,,6.221,28300.0,4550.0,
maize,CN,CN061,,,,2022,,5.19,6168100.0,1188430.0,
maize,CN,CN062,,,,2022,,6.182,6642200.0,1074470.0,
maize,CN,CN063,,,,2022,,6.542,148300.0,22670.0,
maize,CN,CN064,,,,2022,,7.567,2766300.0,365590.0,
maize,CN,CN065,,,,2022,,9.432,10805100.0,1145560.0,
maize,CN,CN011,,,,2021,,6.789,290400.0,42770.0,
maize,CN,CN012,,,,2021,,6.371,1182800.0,185630.0,
maize,CN,CN013,,,,2021,,5.984,20667700.0,3454110.0,
maize,CN,CN014,,,,2021,,5.515,9775700.0,1772570.0,
maize,CN,CN015,,,,2021,,7.121,29942500.0,4204600.0,
maize,CN,CN021,,,,2021,,7.372,20084100.0,2724190.0,
maize,CN,CN022,,,,2021,,7.267,31984400.0,4401230.0,
maize,CN,CN023,,,,2021,,6.36,41492300.0,6524240.0,
maize,CN,CN031,,,,2021,,6.706,6800.0,1010.0,
maize,CN,CN032,,,,2021,,5.994,3000600.0,500600.0,
maize,CN,CN033,,,,2021,,4.41,255600.0,57970.0,
maize,CN,CN034,,,,2021,,5.408,6774600.0,1252740.0,
maize,CN,CN035,,,,2021,,4.513,153400.0,33990.0,
maize,CN,CN036,,,,2021,,4.283,218000.0,50900.0,
maize,CN,CN037,,,,2021,,6.645,25895200.0,3897010.0,
maize,CN,CN041,,,,2021,,5.325,20517300.0,3853330.0,
maize,CN,CN042,,,,2021,,4.242,3235400.0,762710.0,
maize,CN,CN043,,,,2021,,5.888,2341100.0,397600.0,
maize,CN,CN044,,,,2021,,4.684,608000.0,129790.0,
maize,CN,CN045,,,,2021,,4.636,2851500.0,615050.0,
maize,CN,CN050,,,,2021,,5.736,2545600.0,443770.0,
maize,CN,CN051,,,,2021,,5.865,10847000.0,1849400.0,
maize,CN,CN052,,,,2021,,4.662,2565700.0,550390.0,
maize,CN,CN053,,,,2021,,5.282,9926000.0,1879370.0,
maize,CN,CN054,,,,2021,,6.197,29600.0,4770.0,
maize,CN,CN061,,,,2021,,5.088,6016900.0,1182480.0,
maize,CN,CN062,,,,2021,,6.113,6429600.0,1051820.0,
maize,CN,CN063,,,,2021,,6.77,152600.0,22540.0,
maize,CN,CN064,,,,2021,,7.169,2633900.0,367420.0,
maize,CN,CN065,,,,2021,,9.121,10126500.0,1110260.0,
maize,CN,CN011,,,,2020,,6.785,241900.0,35650.0,
maize,CN,CN012,,,,2020,,6.133,1097000.0,178860.0,
maize,CN,CN013,,,,2020,,6.005,20518200.0,3417100.0,
maize,CN,CN014,,,,2020,,5.625,9799500.0,1742220.0,
maize,CN,CN015,,,,2020,,7.173,27427100.0,3823900.0,
maize,CN,CN021,,,,2020,,6.646,17938500.0,2699310.0,
maize,CN,CN022,,,,2020,,6.936,29734400.0,4287240.0,
maize,CN,CN023,,,,2020,,6.654,36466100.0,5480670.0,
maize,CN,CN031,,,,2020,,6.897,8500.0,1240.0,
maize,CN,CN032,,,,2020,,6.048,3083000.0,509760.0,
maize,CN,CN033,,,,2020,,4.094,259100.0,63280.0,
maize,CN,CN034,,,,2020,,5.372,6632500.0,1234760.0,
maize,CN,CN035,,,,2020,,4.465,147600.0,33050.0,
maize,CN,CN036,,,,2020,,4.34,206600.0,47600.0,
maize,CN,CN037,,,,2020,,6.705,25954000.0,3871090.0,
maize,CN,CN041,,,,2020,,6.135,23423700.0,3818010.0,
maize,CN,CN042,,,,2020,,4.143,3115400.0,751990.0,
maize,CN,CN043,,,,2020,,5.808,2232500.0,384380.0,
maize,CN,CN044,,,,2020,,4.722,581500.0,123140.0,
maize,CN,CN045,,,,2020,,4.579,2733300.0,596970.0,
maize,CN,CN050,,,,2020,,5.695,2511300.0,440930.0,
maize,CN,CN051,,,,2020,,5.79,10649900.0,1839360.0,
maize,CN,CN052,,,,2020,,4.394,2203400.0,501460.0,
maize,CN,CN053,,,,2020,,5.204,9380000.0,1802460.0,
maize,CN,CN054,,,,2020,,6.211,27500.0,4430.0,
maize,CN,CN061,,,,2020,,5.258,6201600.0,1179440.0,
maize,CN,CN062,,,,2020,,6.163,6168300.0,1000810.0,
maize,CN,CN063,,,,2020,,6.921,147900.0,21370.0,
maize,CN,CN064,,,,2020,,7.718,2490700.0,322730.0,
maize,CN,CN065,,,,2020,,8.833,9284300.0,1051050.0,
maize,CN,CN011,,,,2019,,6.782,228300.0,33660.0,
maize,CN,CN012,,,,2019,,6.372,1151800.0,180780.0,
maize,CN,CN013,,,,2019,,5.829,19866400.0,3408200.0,
maize,CN,CN014,,,,2019,,5.477,9393700.0,1715040.0,
maize,CN,CN015,,,,2019,,7.209,27223200.0,3776300.0,
maize,CN,CN021,,,,2019,,7.045,18844300.0,2675000.0,
maize,CN,CN022,,,,2019,,7.217,30453000.0,4219610.0,
maize,CN,CN023,,,,2019,,6.706,39398200.0,5874630.0,
maize,CN,CN031,,,,2019,,6.795,10600.0,1560.0,
maize,CN,CN032,,,,2019,,6.169,3110700.0,504240.0,
maize,CN,CN033,,,,2019,,4.229,323200.0,76420.0,
maize,CN,CN034,,,,2019,,5.372,6427900.0,1196450.0,
maize,CN,CN035,,,,2019,,4.407,134400.0,30490.0,
maize,CN,CN036,,,,2019,,4.258,198000.0,46500.0,
maize,CN,CN037,,,,2019,,6.594,25365300.0,3846470.0,
maize,CN,CN041,,,,2019,,5.912,22473700.0,3801330.0,
maize,CN,CN042,,,,2019,,4.223,3072200.0,727530.0,
maize,CN,CN043,,,,2019,,5.698,2203000.0,386600.0,
maize,CN,CN044,,,,2019,,4.627,555900.0,120150.0,
maize,CN,CN045,,,,2019,,4.503,2612100.0,580140.0,
maize,CN,CN050,,,,2019,,5.693,2495400.0,438330.0,
maize,CN,CN051,,,,2019,,5.76,10621400.0,1844000.0,
maize,CN,CN052,,,,2019,,4.378,2323000.0,530590.0,
maize,CN,CN053,,,,2019,,5.162,9200000.0,1782400.0,
maize,CN,CN054,,,,2019,,5.458,25900.0,4740.0,
maize,CN,CN061,,,,2019,,5.179,6095800.0,1177050.0,
maize,CN,CN062,,,,2019,,6.014,5941400.0,987920.0,
maize,CN,CN063,,,,2019,,6.762,141800.0,20970.0,
maize,CN,CN064,,,,2019,,7.688,2304700.0,299780.0,
maize,CN,CN065,,,,2019,,8.608,8583700.0,997200.0,
maize,CN,CN011,,,,2018,,6.77,271400.0,40090.0,
maize,CN,CN012,,,,2018,,5.919,1105500.0,186770.0,
maize,CN,CN013,,,,2018,,5.647,19411500.0,3437740.0,
maize,CN,CN014,,,,2018,,5.617,9816200.0,1747670.0,
maize,CN,CN015,,,,2018,,7.215,26999500.0,3742140.0,
maize,CN,CN021,,,,2018,,6.129,16627900.0,2712980.0,
maize,CN,CN022,,,,2018,,6.617,27998800.0,4231470.0,
maize,CN,CN023,,,,2018,,6.303,39821600.0,6317820.0,
maize,CN,CN031,,,,2018,,6.93,12500.0,1810.0,
maize,CN,CN032,,,,2018,,5.816,2999500.0,515770.0,
maize,CN,CN033,,,,2018,,4.183,206400.0,49340.0,
maize,CN,CN034,,,,2018,,5.231,5956100.0,1138560.0,
maize,CN,CN035,,,,2018,,4.362,125600.0,28790.0,
maize,CN,CN036,,,,2018,,4.471,156500.0,35000.0,
maize,CN,CN037,,,,2018,,6.626,26071600.0,3934680.0,
maize,CN,CN041,,,,2018,,6.0,23513800.0,3918960.0,
maize,CN,CN042,,,,2018,,4.14,3233800.0,781200.0,
maize,CN,CN043,,,,2018,,5.646,2028200.0,359200.0,
maize,CN,CN044,,,,2018,,4.542,545400.0,120080.0,
maize,CN,CN045,,,,2018,,4.678,2734000.0,584430.0,
maize,CN,CN050,,,,2018,,5.682,2513300.0,442330.0,
maize,CN,CN051,,,,2018,,5.745,10663000.0,1856000.0,
maize,CN,CN052,,,,2018,,4.301,2589600.0,602120.0,
maize,CN,CN053,,,,2018,,5.187,9260000.0,1785200.0,
maize,CN,CN054,,,,2018,,6.518,33600.0,5160.0,
maize,CN,CN061,,,,2018,,4.953,5841500.0,1179470.0,
maize,CN,CN062,,,,2018,,5.826,5899900.0,1012740.0,
maize,CN,CN063,,,,2018,,6.249,115300.0,18450.0,
maize,CN,CN064,,,,2018,,7.549,2346200.0,310790.0,
maize,CN,CN065,,,,2018,,8.009,8275700.0,1033290.0,
maize,CN,CN011,,,,2017,,6.677,332100.0,49740.0,
maize,CN,CN012,,,,2017,,5.923,1192900.0,201420.0,
maize,CN,CN013,,,,2017,,5.743,20354800.0,3544060.0,
maize,CN,CN014,,,,2017,,5.412,9778700.0,1806850.0,
maize,CN,CN015,,,,2017,,6.72,24974400.0,3716340.0,
maize,CN,CN021,,,,2017,,6.647,17894400.0,2691980.0,
maize,CN,CN022,,,,2017,,7.807,32507800.0,4164010.0,
maize,CN,CN023,,,,2017,,6.316,37031100.0,5862810.0,
maize,CN,CN031,,,,2017,,6.925,21000.0,3030.0,
maize,CN,CN032,,,,2017,,5.855,3180700.0,543210.0,
maize,CN,CN033,,,,2017,,4.44,230400.0,51880.0,
maize,CN,CN034,,,,2017,,5.264,6106600.0,1160070.0,
maize,CN,CN035,,,,2017,,4.251,114000.0,26810.0,
maize,CN,CN036,,,,2017,,4.319,154000.0,35650.0,
maize,CN,CN037,,,,2017,,6.655,26621500.0,4000120.0,
maize,CN,CN041,,,,2017,,5.427,21701400.0,3998940.0,
maize,CN,CN042,,,,2017,,4.489,3567500.0,794780.0,
maize,CN,CN043,,,,2017,,5.445,1991700.0,365810.0,
maize,CN,CN044,,,,2017,,4.518,546400.0,120950.0,
maize,CN,CN045,,,,2017,,4.595,2716400.0,591230.0,
maize,CN,CN050,,,,2017,,5.647,2526200.0,447340.0,
maize,CN,CN051,,,,2017,,5.73,10680000.0,1863870.0,
maize,CN,CN052,,,,2017,,4.384,4411800.0,1006380.0,
maize,CN,CN053,,,,2017,,5.176,9129300.0,1763810.0,
maize,CN,CN054,,,,2017,,6.154,30000.0,4880.0,
maize,CN,CN061,,,,2017,,4.605,5511500.0,1196880.0,
maize,CN,CN062,,,,2017,,5.54,5766700.0,1040970.0,
maize,CN,CN063,,,,2017,,6.48,122400.0,18900.0,
maize,CN,CN064,,,,2017,,7.014,2148700.0,306330.0,
maize,CN,CN065,,,,2017,,7.575,7726200.0,1019930.0,
maize,CN,CN011,,,,2016,,6.621,425500.0,64260.0,
maize,CN,CN012,,,,2016,,5.406,1186900.0,219530.0,
maize,CN,CN013,,,,2016,,5.496,20312100.0,3696140.0,
maize,CN,CN014,,,,2016,,5.471,10179600.0,1860670.0,
maize,CN,CN015,,,,2016,,6.669,25630900.0,3843560.0,
maize,CN,CN021,,,,2016,,6.488,18100700.0,2789780.0,
maize,CN,CN022,,,,2016,,7.747,32862800.0,4241970.0,
maize,CN,CN023,,,,2016,,5.994,39128100.0,6528420.0,
maize,CN,CN031,,,,2016,,6.843,27200.0,3970.0,
maize,CN,CN032,,,,2016,,5.266,2844400.0,540170.0,
maize,CN,CN033,,,,2016,,4.382,218800.0,49940.0,
maize,CN,CN034,,,,2016,,5.273,6344900.0,1203330.0,
maize,CN,CN035,,,,2016,,4.183,109600.0,26200.0,
maize,CN,CN036,,,,2016,,4.29,152800.0,35620.0,
maize,CN,CN037,,,,2016,,6.439,26138100.0,4059330.0,
maize,CN,CN041,,,,2016,,5.264,22162900.0,4210460.0,
maize,CN,CN042,,,,2016,,4.483,3574100.0,797330.0,
maize,CN,CN043,,,,2016,,5.399,2000200.0,370470.0,
maize,CN,CN044,,,,2016,,4.475,554000.0,123800.0,
maize,CN,CN045,,,,2016,,4.572,2757800.0,603250.0,
maize,CN,CN050,,,,2016,,5.569,2527800.0,453870.0,
maize,CN,CN051,,,,2016,,5.67,10580200.0,1866000.0,
maize,CN,CN052,,,,2016,,4.382,4564000.0,1041630.0,
maize,CN,CN053,,,,2016,,4.999,8922900.0,1784810.0,
maize,CN,CN054,,,,2016,,5.843,28600.0,4900.0,
maize,CN,CN061,,,,2016,,4.742,6362100.0,1341750.0,
maize,CN,CN062,,,,2016,,5.601,5918800.0,1056730.0,
maize,CN,CN063,,,,2016,,6.788,136300.0,20070.0,
maize,CN,CN064,,,,2016,,7.038,2204700.0,313230.0,
maize,CN,CN065,,,,2016,,7.46,7656400.0,1026400.0,
maize,CN,CN011,,,,2015,,6.482,494500.0,76290.0,
maize,CN,CN012,,,,2015,,4.998,1078200.0,215710.0,
maize,CN,CN013,,,,2015,,5.193,18977400.0,3654430.0,
maize,CN,CN014,,,,2015,,5.145,9747100.0,1894480.0,
maize,CN,CN015,,,,2015,,6.734,26522300.0,3938320.0,
maize,CN,CN021,,,,2015,,5.807,16971200.0,2922410.0,
maize,CN,CN022,,,,2015,,7.384,31387700.0,4251060.0,
maize,CN,CN023,,,,2015,,5.815,42801900.0,7361150.0,
maize,CN,CN031,,,,2015,,6.118,26600.0,4340.0,
maize,CN,CN032,,,,2015,,5.583,3020400.0,540980.0,
maize,CN,CN033,,,,2015,,4.474,231000.0,51630.0,
maize,CN,CN034,,,,2015,,5.629,6790400.0,1206270.0,
maize,CN,CN035,,,,2015,,4.17,115700.0,27760.0,
maize,CN,CN036,,,,2015,,3.907,124400.0,31840.0,
maize,CN,CN037,,,,2015,,6.353,25054000.0,3943810.0,
maize,CN,CN041,,,,2015,,5.462,22885000.0,4189910.0,
maize,CN,CN042,,,,2015,,4.84,3937100.0,813530.0,
maize,CN,CN043,,,,2015,,5.421,1988700.0,366850.0,
maize,CN,CN044,,,,2015,,4.35,553300.0,127190.0,
maize,CN,CN045,,,,2015,,4.497,2774500.0,616990.0,
maize,CN,CN050,,,,2015,,5.507,2488600.0,451880.0,
maize,CN,CN051,,,,2015,,5.461,9923000.0,1816910.0,
maize,CN,CN052,,,,2015,,3.311,3436200.0,1037800.0,
maize,CN,CN053,,,,2015,,4.925,8681100.0,1762590.0,
maize,CN,CN054,,,,2015,,1.854,8400.0,4530.0,
maize,CN,CN061,,,,2015,,4.716,5677000.0,1203890.0,
maize,CN,CN062,,,,2015,,5.616,5980900.0,1065000.0,
maize,CN,CN063,,,,2015,,6.775,144500.0,21330.0,
maize,CN,CN064,,,,2015,,7.518,2268800.0,301770.0,
maize,CN,CN065,,,,2015,,10.211,10902300.0,1067730.0,
maize,CN,CN011,,,,2014,,5.646,500400.0,88620.0,
maize,CN,CN012,,,,2014,,5.0,1018000.0,203610.0,
maize,CN,CN013,,,,2014,,5.361,18988400.0,3542090.0,
maize,CN,CN014,,,,2014,,5.595,10454800.0,1868600.0,
maize,CN,CN015,,,,2014,,6.538,25032500.0,3828540.0,
maize,CN,CN021,,,,2014,,5.023,13858100.0,2758680.0,
maize,CN,CN022,,,,2014,,7.395,30041700.0,4062640.0,
maize,CN,CN023,,,,2014,,5.858,39291400.0,6707810.0,
maize,CN,CN031,,,,2014,,6.633,32300.0,4870.0,
maize,CN,CN032,,,,2014,,5.48,2847900.0,519700.0,
maize,CN,CN033,,,,2014,,4.523,231000.0,51070.0,
maize,CN,CN034,,,,2014,,5.46,5998600.0,1098680.0,
maize,CN,CN035,,,,2014,,4.103,117400.0,28620.0,
maize,CN,CN036,,,,2014,,3.948,111400.0,28200.0,
maize,CN,CN037,,,,2014,,6.271,24009500.0,3828590.0,
maize,CN,CN041,,,,2014,,5.21,20888900.0,4009420.0,
maize,CN,CN042,,,,2014,,4.571,3408900.0,745720.0,
maize,CN,CN043,,,,2014,,5.457,1974900.0,361910.0,
maize,CN,CN044,,,,2014,,4.338,567400.0,130790.0,
maize,CN,CN045,,,,2014,,4.551,2636800.0,579320.0,
maize,CN,CN050,,,,2014,,5.457,2460200.0,450810.0,
maize,CN,CN051,,,,2014,,5.444,9467500.0,1739130.0,
maize,CN,CN052,,,,2014,,3.215,3327300.0,1034830.0,
maize,CN,CN053,,,,2014,,4.872,8505400.0,1745830.0,
maize,CN,CN054,,,,2014,,5.745,23900.0,4160.0,
maize,CN,CN061,,,,2014,,4.677,5672100.0,1212840.0,
maize,CN,CN062,,,,2014,,5.64,5895700.0,1045400.0,
maize,CN,CN063,,,,2014,,6.907,148800.0,21540.0,
maize,CN,CN064,,,,2014,,7.76,2240800.0,288750.0,
maize,CN,CN065,,,,2014,,9.952,10012500.0,1006040.0,
maize,CN,CN011,,,,2013,,6.567,751800.0,114490.0,
maize,CN,CN012,,,,2013,,5.329,1025000.0,192340.0,
maize,CN,CN013,,,,2013,,5.608,19227900.0,3428530.0,
maize,CN,CN014,,,,2013,,5.715,10494500.0,1836300.0,
maize,CN,CN015,,,,2013,,6.784,23976300.0,3534060.0,
maize,CN,CN021,,,,2013,,6.961,18120700.0,2603120.0,
maize,CN,CN022,,,,2013,,7.828,29809300.0,3808190.0,
maize,CN,CN023,,,,2013,,5.684,37348400.0,6571190.0,
maize,CN,CN031,,,,2013,,6.997,30500.0,4360.0,
maize,CN,CN032,,,,2013,,5.076,2373100.0,467520.0,
maize,CN,CN033,,,,2013,,4.221,212300.0,50310.0,
maize,CN,CN034,,,,2013,,5.041,5268900.0,1045250.0,
maize,CN,CN035,,,,2013,,4.017,119100.0,29660.0,
maize,CN,CN036,,,,2013,,4.071,106000.0,26020.0,
maize,CN,CN037,,,,2013,,6.333,23200200.0,3663090.0,
maize,CN,CN041,,,,2013,,5.535,21164700.0,3823600.0,
maize,CN,CN042,,,,2013,,4.721,3085000.0,653430.0,
maize,CN,CN043,,,,2013,,5.374,1925900.0,358350.0,
maize,CN,CN044,,,,2013,,4.621,625800.0,135440.0,
maize,CN,CN045,,,,2013,,4.516,2635200.0,583480.0,
maize,CN,CN046,,,,2013,,4.362,120900.0,27720.0,
maize,CN,CN050,,,,2013,,5.52,2493200.0,451660.0,
maize,CN,CN051,,,,2013,,5.458,9200700.0,1685830.0,
maize,CN,CN052,,,,2013,,3.197,3160000.0,988510.0,
maize,CN,CN053,,,,2013,,4.627,7881500.0,1703480.0,
maize,CN,CN054,,,,2013,,5.764,24900.0,4320.0,
maize,CN,CN061,,,,2013,,5.031,6167900.0,1225980.0,
maize,CN,CN062,,,,2013,,5.776,5856700.0,1013990.0,
maize,CN,CN063,,,,2013,,7.055,134800.0,19110.0,
maize,CN,CN064,,,,2013,,7.871,2062400.0,262020.0,
maize,CN,CN065,,,,2013,,9.971,9849600.0,987860.0,
maize,CN,CN011,,,,2012,,6.331,835800.0,132020.0,
maize,CN,CN012,,,,2012,,5.155,927300.0,179870.0,
maize,CN,CN013,,,,2012,,5.586,18562000.0,3323160.0,
maize,CN,CN014,,,,2012,,5.415,9803400.0,1810410.0,
maize,CN,CN015,,,,2012,,6.35,20159700.0,3174820.0,
maize,CN,CN021,,,,2012,,6.451,16156600.0,2504590.0,
maize,CN,CN022,,,,2012,,7.682,27149900.0,3534190.0,
maize,CN,CN023,,,,2012,,5.383,32838300.0,6100520.0,
maize,CN,CN031,,,,2012,,6.597,29500.0,4470.0,
maize,CN,CN032,,,,2012,,5.495,2494500.0,453930.0,
maize,CN,CN033,,,,2012,,4.701,238900.0,50830.0,
maize,CN,CN034,,,,2012,,5.197,5067400.0,975000.0,
maize,CN,CN035,,,,2012,,3.971,119300.0,30050.0,
maize,CN,CN036,,,,2012,,4.069,103200.0,25350.0,
maize,CN,CN037,,,,2012,,6.609,22975000.0,3476550.0,
maize,CN,CN041,,,,2012,,5.643,20113800.0,3564700.0,
maize,CN,CN042,,,,2012,,4.762,3160100.0,663580.0,
maize,CN,CN043,,,,2012,,5.775,2044300.0,353990.0,
maize,CN,CN044,,,,2012,,4.62,634700.0,137380.0,
maize,CN,CN045,,,,2012,,4.31,2486800.0,577010.0,
maize,CN,CN046,,,,2012,,4.121,113400.0,27520.0,
maize,CN,CN050,,,,2012,,5.455,2496100.0,457540.0,
maize,CN,CN051,,,,2012,,5.115,8336000.0,1629770.0,
maize,CN,CN052,,,,2012,,3.814,3628800.0,951400.0,
maize,CN,CN053,,,,2012,,4.535,7361000.0,1623060.0,
maize,CN,CN054,,,,2012,,6.023,26200.0,4350.0,
maize,CN,CN061,,,,2012,,4.856,6029300.0,1241590.0,
maize,CN,CN062,,,,2012,,5.542,5168100.0,932600.0,
maize,CN,CN063,,,,2012,,7.38,142700.0,19330.0,
maize,CN,CN064,,,,2012,,7.775,1911800.0,245900.0,
